,Retailer,Retailer ID,Invoice Date,Region,State_name,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,State
1125,Sports Direct,1197831,19-09-2021 00:00,South,Alabama,Birmingham,Men's Athletic Footwear,55,575,316250,158125,0.5,Outlet,TX
1126,Sports Direct,1197831,20-09-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,60,625,375000,187500,0.5,Outlet,AL
1127,Sports Direct,1197831,21-09-2021 00:00,South,Alabama,Birmingham,Women's Athletic Footwear,60,350,210000,126000,0.6,Outlet,WY
1128,Sports Direct,1197831,22-09-2021 00:00,South,Alabama,Birmingham,Men's Apparel,45,350,157500,70875,0.45,Outlet,WY
1129,Sports Direct,1197831,23-09-2021 00:00,South,Alabama,Birmingham,Women's Apparel,40,575,230000,149500,0.65,Outlet,WY
1130,Sports Direct,1197831,24-09-2021 00:00,South,Alabama,Birmingham,Men's Street Footwear,30,525,157500,78750,0.5,Outlet,WY
1131,Sports Direct,1197831,25-09-2021 00:00,South,Alabama,Birmingham,Men's Athletic Footwear,30,525,157500,78750,0.5,Outlet,WY
1132,Sports Direct,1197831,26-09-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,35,475,166250,83125,0.5,Outlet,WY
1133,Sports Direct,1197831,27-09-2021 00:00,South,Alabama,Birmingham,Women's Athletic Footwear,35,325,113750,68250,0.6,Outlet,SD
1134,Sports Direct,1197831,28-09-2021 00:00,South,Alabama,Birmingham,Men's Apparel,30,300,90000,40500,0.45,Outlet,SD
1135,Sports Direct,1197831,29-09-2021 00:00,South,Alabama,Birmingham,Women's Apparel,40,475,190000,123500,0.65,Outlet,SD
1136,Sports Direct,1197831,30-09-2021 00:00,South,Alabama,Birmingham,Men's Street Footwear,20,625,125000,62500,0.5,Outlet,SD
1137,Sports Direct,1197831,01-10-2021 00:00,South,Alabama,Birmingham,Men's Athletic Footwear,20,625,125000,62500,0.5,Outlet,SD
1138,Sports Direct,1197831,02-10-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,45,575,258750,129375,0.5,Outlet,SD
1139,Sports Direct,1197831,03-10-2021 00:00,South,Alabama,Birmingham,Women's Athletic Footwear,45,450,202500,121500,0.6,Outlet,VT
1140,Sports Direct,1197831,04-10-2021 00:00,South,Alabama,Birmingham,Men's Apparel,50,425,212500,95625,0.45,Outlet,VT
1141,Sports Direct,1197831,05-10-2021 00:00,South,Alabama,Birmingham,Women's Apparel,60,625,375000,243750,0.65,Outlet,VT
1142,Sports Direct,1197831,06-10-2021 00:00,South,Alabama,Birmingham,Men's Street Footwear,60,775,465000,232500,0.5,Outlet,VT
1143,Sports Direct,1197831,07-10-2021 00:00,South,Alabama,Birmingham,Men's Athletic Footwear,60,775,465000,232500,0.5,Outlet,VT
1144,Sports Direct,1197831,08-10-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,65,700,455000,227500,0.5,Outlet,VT
1145,Sports Direct,1197831,09-10-2021 00:00,South,Alabama,Birmingham,Women's Athletic Footwear,65,550,357500,214500,0.6,Outlet,TX
1146,Sports Direct,1197831,10-10-2021 00:00,South,Alabama,Birmingham,Men's Apparel,60,500,300000,135000,0.45,Outlet,AL
1147,Sports Direct,1197831,11-10-2021 00:00,South,Alabama,Birmingham,Women's Apparel,70,750,525000,341250,0.65,Outlet,VT
1148,Amazon,1185732,12-10-2021 00:00,South,Alabama,Birmingham,Men's Street Footwear,40,450,180000,63000,0.35,Outlet,VT
1149,Amazon,1185732,13-10-2021 00:00,South,Alabama,Birmingham,Men's Athletic Footwear,40,250,100000,35000,0.35,Outlet,VT
1150,Amazon,1185732,14-10-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,30,250,75000,30000,0.4,Outlet,VT
1151,Amazon,1185732,15-10-2021 00:00,South,Alabama,Birmingham,Women's Athletic Footwear,35,100,35000,10500,0.3,Outlet,VT
1152,Amazon,1185732,16-10-2021 00:00,Northeast,Maine,Portland,Men's Apparel,50,150,75000,18750,0.25,Outlet,VT
1153,Amazon,1185732,17-10-2021 00:00,Northeast,Maine,Portland,Women's Apparel,40,250,100000,40000,0.4,Outlet,TX
1154,Amazon,1185732,18-10-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,40,500,200000,70000,0.35,Outlet,AL
1155,Amazon,1185732,19-10-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,40,150,60000,21000,0.35,Outlet,GA
1156,Amazon,1185732,20-10-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,30,200,60000,24000,0.4,Outlet,GA
1157,Amazon,1185732,21-10-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,35,75,26250,7875,0.3,Outlet,GA
1158,Amazon,1185732,22-10-2021 00:00,Northeast,Maine,Portland,Men's Apparel,50,150,75000,18750,0.25,Outlet,GA
1159,Amazon,1185732,23-10-2021 00:00,Northeast,Maine,Portland,Women's Apparel,40,250,100000,40000,0.4,Outlet,GA
1160,Amazon,1185732,24-10-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,40,470,188000,65800,0.35,Outlet,GA
1161,Amazon,1185732,25-10-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,40,175,70000,24500,0.35,Outlet,TX
1162,Amazon,1185732,26-10-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,30,200,60000,24000,0.4,Outlet,AL
1163,Amazon,1185732,27-10-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,35,50,17500,5250,0.3,Outlet,GA
1164,Amazon,1185732,28-10-2021 00:00,Northeast,Maine,Portland,Men's Apparel,50,100,50000,12500,0.25,Outlet,GA
1165,Amazon,1185732,29-10-2021 00:00,Northeast,Maine,Portland,Women's Apparel,40,200,80000,32000,0.4,Outlet,GA
1166,Amazon,1185732,30-10-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,40,450,180000,63000,0.35,Outlet,GA
1167,Amazon,1185732,31-10-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,40,150,60000,21000,0.35,Outlet,GA
1168,Amazon,1185732,01-11-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,30,150,45000,18000,0.4,Outlet,GA
1169,Amazon,1185732,02-11-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,35,75,26250,7875,0.3,Outlet,TX
1170,Amazon,1185732,03-11-2021 00:00,Northeast,Maine,Portland,Men's Apparel,50,75,37500,9375,0.25,Outlet,AL
1171,Amazon,1185732,04-11-2021 00:00,Northeast,Maine,Portland,Women's Apparel,40,225,90000,36000,0.4,Outlet,GA
1172,Amazon,1185732,05-11-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,55,495,272250,95287.5,0.35,Outlet,GA
1173,Amazon,1185732,06-11-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,50,200,100000,35000,0.35,Outlet,GA
1174,Amazon,1185732,07-11-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,45,175,78750,31500,0.4,Outlet,GA
1175,Amazon,1185732,08-11-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,45,125,56250,16875,0.3,Outlet,GA
1176,Amazon,1185732,09-11-2021 00:00,Northeast,Maine,Portland,Men's Apparel,55,150,82500,20625,0.25,Outlet,GA
1177,Amazon,1185732,10-11-2021 00:00,Northeast,Maine,Portland,Women's Apparel,60,275,165000,66000,0.4,Outlet,TX
1178,Amazon,1185732,11-11-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,55,525,288750,101062.5,0.35,Outlet,AL
1179,Amazon,1185732,12-11-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,50,275,137500,48125,0.35,Outlet,KS
1180,Amazon,1185732,13-11-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,45,200,90000,36000,0.4,Outlet,KS
1181,Amazon,1185732,14-11-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,78750,23625,0.3,Outlet,KS
1182,Amazon,1185732,15-11-2021 00:00,Northeast,Maine,Portland,Men's Apparel,55,175,96250,24062.5,0.25,Outlet,KS
1183,Amazon,1185732,16-11-2021 00:00,Northeast,Maine,Portland,Women's Apparel,60,325,195000,78000,0.4,Outlet,KS
1184,Amazon,1185732,17-11-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,55,550,302500,105875,0.35,Outlet,KS
1185,Amazon,1185732,18-11-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,50,300,150000,52500,0.35,Outlet,TX
1186,Amazon,1185732,19-11-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,45,225,101250,40500,0.4,Outlet,AL
1187,Amazon,1185732,20-11-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,78750,23625,0.3,Outlet,KS
1188,Amazon,1185732,21-11-2021 00:00,Northeast,Maine,Portland,Men's Apparel,55,200,110000,27500,0.25,Outlet,KS
1189,Amazon,1185732,20-12-2021 00:00,Northeast,Maine,Portland,Women's Apparel,60,375,225000,90000,0.4,Outlet,KS
1190,Amazon,1185732,21-12-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,55,525,288750,101062.5,0.35,Outlet,KS
1191,Amazon,1185732,22-12-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,50,300,150000,52500,0.35,Outlet,KS
1192,Amazon,1185732,23-12-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,45,225,101250,40500,0.4,Outlet,KS
1193,Amazon,1185732,24-12-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,78750,23625,0.3,Outlet,TX
1194,Amazon,1185732,25-12-2021 00:00,Northeast,Maine,Portland,Men's Apparel,55,150,82500,20625,0.25,Outlet,AL
1195,Amazon,1185732,26-12-2021 00:00,Northeast,Maine,Portland,Women's Apparel,60,325,195000,78000,0.4,Outlet,TX
1196,Amazon,1185732,27-12-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,55,450,247500,86625,0.35,Outlet,AL
1197,Amazon,1185732,28-12-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,50,250,125000,43750,0.35,Outlet,DE
1198,Amazon,1185732,29-12-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,45,150,67500,27000,0.4,Outlet,DE
1199,Amazon,1185732,30-12-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,45,125,56250,16875,0.3,Outlet,DE
1200,Amazon,1185732,31-12-2021 00:00,Northeast,Maine,Portland,Men's Apparel,55,125,68750,17187.5,0.25,Outlet,DE
1201,Amazon,1185732,17-09-2021 00:00,Northeast,Maine,Portland,Women's Apparel,60,225,135000,54000,0.4,Outlet,DE
1202,Amazon,1185732,19-10-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,60,400,240000,84000,0.35,Outlet,DE
1203,Amazon,1185732,19-10-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,55,225,123750,43312.5,0.35,Outlet,MA
1204,Amazon,1185732,19-10-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,55,125,68750,27500,0.4,Outlet,MA
1205,Amazon,1185732,19-10-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,55,100,55000,16500,0.3,Outlet,MA
1206,Amazon,1185732,19-10-2021 00:00,Northeast,Maine,Portland,Men's Apparel,65,100,65000,16250,0.25,Outlet,MA
1207,Amazon,1185732,19-10-2021 00:00,Northeast,Maine,Portland,Women's Apparel,70,225,157500,63000,0.4,Outlet,MA
1208,Amazon,1185732,18-11-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,65,375,243750,85312.5,0.35,Outlet,MA
1209,Amazon,1185732,18-11-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,55,200,110000,38500,0.35,Outlet,TX
1210,Amazon,1185732,18-11-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,55,195,107250,42900,0.4,Outlet,AL
1211,Amazon,1185732,18-11-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,55,175,96250,28875,0.3,Outlet,DE
1212,Amazon,1185732,18-11-2021 00:00,Northeast,Maine,Portland,Men's Apparel,65,150,97500,24375,0.25,Outlet,DE
1213,Amazon,1185732,18-11-2021 00:00,Northeast,Maine,Portland,Women's Apparel,70,250,175000,70000,0.4,Outlet,DE
1214,Amazon,1185732,17-12-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,65,475,308750,108062.5,0.35,Outlet,DE
1215,Amazon,1185732,17-12-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,55,275,151250,52937.5,0.35,Outlet,DE
1216,Amazon,1185732,17-12-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,55,250,137500,55000,0.4,Outlet,DE
1217,Amazon,1185732,17-12-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,55,200,110000,33000,0.3,Outlet,MA
1218,Amazon,1185732,17-12-2021 00:00,Northeast,Maine,Portland,Men's Apparel,65,200,130000,32500,0.25,Outlet,MA
1219,Amazon,1185732,17-12-2021 00:00,Northeast,Maine,Portland,Women's Apparel,70,300,210000,84000,0.4,Outlet,MA
1220,West Gear,1128299,10-01-2021 00:00,Northeast,Maine,Portland,Men's Street Footwear,35,375,131250,32812.5,0.25,Outlet,MA
1221,West Gear,1128299,10-01-2021 00:00,Northeast,Maine,Portland,Men's Athletic Footwear,45,375,168750,33750,0.2,Outlet,MA
1222,West Gear,1128299,10-01-2021 00:00,Northeast,Maine,Portland,Women's Street Footwear,45,375,168750,42187.5,0.25,Outlet,MA
1223,West Gear,1128299,10-01-2021 00:00,Northeast,Maine,Portland,Women's Athletic Footwear,45,225,101250,25312.5,0.25,Outlet,TX
1224,Amazon,1185732,24-01-2021 00:00,West,Alaska,Anchorage,Women's Apparel,55,300,165000,49500,0.3,Outlet,AL
1225,Amazon,1185732,22-02-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,55,575,316250,110687.5,0.35,Outlet,VA
1226,Amazon,1185732,22-02-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,55,225,123750,43312.5,0.35,Outlet,VA
1227,Amazon,1185732,22-02-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,45,275,123750,30937.5,0.25,Outlet,OR
1228,Amazon,1185732,22-02-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,50,175,87500,21875,0.25,Outlet,OR
1229,Amazon,1185732,22-02-2021 00:00,West,Alaska,Anchorage,Men's Apparel,65,250,162500,40625,0.25,Outlet,OR
1230,Amazon,1185732,22-02-2021 00:00,West,Alaska,Anchorage,Women's Apparel,55,350,192500,57750,0.3,Outlet,OR
1231,Amazon,1185732,20-03-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,55,545,299750,104912.5,0.35,Outlet,OR
1232,Amazon,1185732,20-03-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,55,250,137500,48125,0.35,Outlet,OR
1233,Amazon,1185732,20-03-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,45,275,123750,30937.5,0.25,Outlet,TX
1234,Amazon,1185732,20-03-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,50,125,62500,15625,0.25,Outlet,ME
1235,Amazon,1185732,20-03-2021 00:00,West,Alaska,Anchorage,Men's Apparel,65,175,113750,28437.5,0.25,Outlet,VA
1236,Amazon,1185732,20-03-2021 00:00,West,Alaska,Anchorage,Women's Apparel,55,275,151250,45375,0.3,Outlet,VA
1237,Amazon,1185732,21-04-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,55,525,288750,101062.5,0.35,Outlet,VA
1238,Amazon,1185732,21-04-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,55,225,123750,43312.5,0.35,Outlet,VA
1239,Amazon,1185732,21-04-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,45,225,101250,25312.5,0.25,Outlet,VA
1240,Amazon,1185732,21-04-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,50,150,75000,18750,0.25,Outlet,VA
1241,Amazon,1185732,21-04-2021 00:00,West,Alaska,Anchorage,Men's Apparel,60,150,90000,22500,0.25,Outlet,OR
1242,Amazon,1185732,21-04-2021 00:00,West,Alaska,Anchorage,Women's Apparel,50,300,150000,45000,0.3,Outlet,OR
1243,Amazon,1185732,20-05-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,65,570,370500,129675,0.35,Outlet,OR
1244,Amazon,1185732,20-05-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,60,275,165000,57750,0.35,Outlet,OR
1245,Amazon,1185732,20-05-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,55,300,165000,41250,0.25,Outlet,OR
1246,Amazon,1185732,20-05-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,55,250,137500,34375,0.25,Outlet,OR
1247,Amazon,1185732,20-05-2021 00:00,West,Alaska,Anchorage,Men's Apparel,65,275,178750,44687.5,0.25,Outlet,TX
1248,Amazon,1185732,20-05-2021 00:00,West,Alaska,Anchorage,Women's Apparel,70,400,280000,84000,0.3,Outlet,VA
1249,Amazon,1185732,22-06-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,65,650,422500,147875,0.35,Outlet,VA
1250,Amazon,1185732,22-06-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,60,400,240000,84000,0.35,Outlet,VA
1251,Amazon,1185732,22-06-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,55,325,178750,44687.5,0.25,Outlet,VA
1252,Amazon,1185732,22-06-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,55,300,165000,41250,0.25,Outlet,VA
1253,Amazon,1185732,22-06-2021 00:00,West,Alaska,Anchorage,Men's Apparel,65,300,195000,48750,0.25,Outlet,VA
1254,Amazon,1185732,22-06-2021 00:00,West,Alaska,Anchorage,Women's Apparel,70,450,315000,94500,0.3,Outlet,OR
1255,Amazon,1185732,20-07-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,65,675,438750,153562.5,0.35,Outlet,OR
1256,Amazon,1185732,20-07-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,60,425,255000,89250,0.35,Outlet,OR
1257,Amazon,1185732,20-07-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,55,350,192500,48125,0.25,Outlet,OR
1258,Amazon,1185732,20-07-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,55,300,165000,41250,0.25,Outlet,OR
1259,Amazon,1185732,20-07-2021 00:00,West,Alaska,Anchorage,Men's Apparel,65,325,211250,52812.5,0.25,Outlet,OR
1260,Amazon,1185732,20-07-2021 00:00,West,Alaska,Anchorage,Women's Apparel,70,500,350000,105000,0.3,Outlet,TX
1261,Amazon,1185732,21-08-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,65,650,422500,147875,0.35,Outlet,ME
1262,Amazon,1185732,21-08-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,60,425,255000,89250,0.35,Outlet,TX
1263,Amazon,1185732,21-08-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,55,350,192500,48125,0.25,Outlet,ME
1264,Amazon,1185732,21-08-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,55,250,137500,34375,0.25,Outlet,TX
1265,Amazon,1185732,21-08-2021 00:00,West,Alaska,Anchorage,Men's Apparel,65,225,146250,36562.5,0.25,Outlet,PA
1266,Amazon,1185732,21-08-2021 00:00,West,Alaska,Anchorage,Women's Apparel,70,400,280000,84000,0.3,Outlet,ME
1267,Amazon,1185732,20-09-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,65,525,341250,119437.5,0.35,Outlet,NM
1268,Amazon,1185732,20-09-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,60,325,195000,68250,0.35,Outlet,NM
1269,Amazon,1185732,20-09-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,55,225,123750,30937.5,0.25,Outlet,NM
1270,Amazon,1185732,20-09-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,55,200,110000,27500,0.25,Outlet,NM
1271,Amazon,1185732,20-09-2021 00:00,West,Alaska,Anchorage,Men's Apparel,65,200,130000,32500,0.25,Outlet,NM
1272,Amazon,1185732,20-09-2021 00:00,West,Alaska,Anchorage,Women's Apparel,70,300,210000,63000,0.3,Outlet,NM
1273,Amazon,1185732,22-10-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,70,450,315000,110250,0.35,Outlet,PA
1274,Amazon,1185732,22-10-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,65,275,178750,62562.5,0.35,Outlet,ME
1275,Amazon,1185732,22-10-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,65,175,113750,28437.5,0.25,Outlet,NM
1276,Amazon,1185732,22-10-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,65,150,97500,24375,0.25,Outlet,NM
1277,Amazon,1185732,22-10-2021 00:00,West,Alaska,Anchorage,Men's Apparel,75,150,112500,28125,0.25,Outlet,NM
1278,Amazon,1185732,22-10-2021 00:00,West,Alaska,Anchorage,Women's Apparel,80,275,220000,66000,0.3,Outlet,NM
1279,Amazon,1185732,21-11-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,75,425,318750,111562.5,0.35,Outlet,NM
1280,Amazon,1185732,21-11-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,65,300,195000,68250,0.35,Outlet,NM
1281,Amazon,1185732,21-11-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,65,320,208000,52000,0.25,Outlet,PA
1282,Amazon,1185732,21-11-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,65,300,195000,48750,0.25,Outlet,NM
1283,Amazon,1185732,21-11-2021 00:00,West,Alaska,Anchorage,Men's Apparel,75,275,206250,51562.5,0.25,Outlet,NM
1284,Amazon,1185732,21-11-2021 00:00,West,Alaska,Anchorage,Women's Apparel,80,375,300000,90000,0.3,Outlet,NM
1285,Amazon,1185732,20-12-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,75,600,450000,157500,0.35,Outlet,NM
1286,Amazon,1185732,20-12-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,65,400,260000,91000,0.35,Outlet,NM
1287,Foot Locker,1128299,10-01-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,35,375,131250,32812.5,0.25,Outlet,NM
1288,Foot Locker,1128299,10-01-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,45,375,168750,33750,0.2,Outlet,PA
1289,Foot Locker,1128299,10-01-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,45,375,168750,42187.5,0.25,Outlet,ME
1290,Foot Locker,1128299,10-01-2021 00:00,West,Alaska,Anchorage,Women's Athletic Footwear,45,225,101250,25312.5,0.25,Outlet,PA
1291,Foot Locker,1128299,10-01-2021 00:00,West,Alaska,Anchorage,Men's Apparel,50,175,87500,13125,0.15,Outlet,ME
1292,Foot Locker,1128299,10-01-2021 00:00,West,Alaska,Anchorage,Women's Apparel,45,425,191250,76500,0.4,Outlet,PA
1293,Foot Locker,1128299,10-02-2021 00:00,West,Alaska,Anchorage,Men's Street Footwear,35,475,166250,41562.5,0.25,Outlet,PA
1294,Foot Locker,1128299,10-02-2021 00:00,West,Alaska,Anchorage,Men's Athletic Footwear,45,375,168750,33750,0.2,Outlet,ME
1295,Foot Locker,1128299,10-02-2021 00:00,West,Alaska,Anchorage,Women's Street Footwear,45,375,168750,42187.5,0.25,Outlet,PA
1296,Foot Locker,1128299,10-02-2021 00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,45,225,101250,25312.5,0.25,Outlet,ME
1297,Foot Locker,1128299,10-02-2021 00:00,West,Hawaii,Honolulu,Men's Apparel,50,150,75000,11250,0.15,Outlet,PA
1298,Foot Locker,1128299,10-02-2021 00:00,West,Hawaii,Honolulu,Women's Apparel,45,350,157500,63000,0.4,Outlet,PA
1299,Foot Locker,1128299,09-03-2021 00:00,West,Hawaii,Honolulu,Men's Street Footwear,45,500,225000,56250,0.25,Outlet,ME
1300,Foot Locker,1128299,09-03-2021 00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,55,350,192500,38500,0.2,Outlet,PA
1301,Foot Locker,1128299,09-03-2021 00:00,West,Hawaii,Honolulu,Women's Street Footwear,60,375,225000,56250,0.25,Outlet,ME
1302,Foot Locker,1128299,09-03-2021 00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,55,275,151250,37812.5,0.25,Outlet,NV
1303,Foot Locker,1128299,09-03-2021 00:00,West,Hawaii,Honolulu,Men's Apparel,60,125,75000,11250,0.15,Outlet,NY
1304,Foot Locker,1128299,09-03-2021 00:00,West,Hawaii,Honolulu,Women's Apparel,55,325,178750,71500,0.4,Outlet,NV
1305,Foot Locker,1128299,10-04-2021 00:00,West,Hawaii,Honolulu,Men's Street Footwear,60,500,300000,75000,0.25,Outlet,NY
1306,Foot Locker,1128299,10-04-2021 00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,65,300,195000,39000,0.2,Outlet,NV
1307,Foot Locker,1128299,10-04-2021 00:00,West,Hawaii,Honolulu,Women's Street Footwear,65,350,227500,56875,0.25,Outlet,NY
1308,Foot Locker,1128299,10-04-2021 00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,50,250,125000,31250,0.25,Outlet,NV
1309,Foot Locker,1128299,10-04-2021 00:00,West,Hawaii,Honolulu,Men's Apparel,55,150,82500,12375,0.15,Outlet,NY
1310,Foot Locker,1128299,10-04-2021 00:00,West,Hawaii,Honolulu,Women's Apparel,70,325,227500,91000,0.4,Outlet,NV
1311,Foot Locker,1128299,11-05-2021 00:00,West,Hawaii,Honolulu,Men's Street Footwear,55,525,288750,72187.5,0.25,Outlet,NY
1312,Foot Locker,1128299,11-05-2021 00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,60,375,225000,45000,0.2,Outlet,NV
1313,Foot Locker,1128299,11-05-2021 00:00,West,Hawaii,Honolulu,Women's Street Footwear,60,375,225000,56250,0.25,Outlet,NY
1314,Foot Locker,1128299,11-05-2021 00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,55,275,151250,37812.5,0.25,Outlet,NV
1315,Foot Locker,1128299,11-05-2021 00:00,West,Hawaii,Honolulu,Men's Apparel,60,175,105000,15750,0.15,Outlet,NY
1316,Foot Locker,1128299,11-05-2021 00:00,West,Hawaii,Honolulu,Women's Apparel,75,475,356250,142500,0.4,Outlet,NV
1317,Foot Locker,1128299,10-06-2021 00:00,West,Hawaii,Honolulu,Men's Street Footwear,70,725,507500,126875,0.25,Outlet,NY
1318,Foot Locker,1128299,10-06-2021 00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,75,600,450000,90000,0.2,Outlet,NV
1319,Foot Locker,1128299,10-06-2021 00:00,West,Hawaii,Honolulu,Women's Street Footwear,75,600,450000,112500,0.25,Outlet,NY
1320,Foot Locker,1128299,10-06-2021 00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,75,475,356250,89062.5,0.25,Outlet,NV
1321,Foot Locker,1128299,10-06-2021 00:00,West,Hawaii,Honolulu,Men's Apparel,85,350,297500,44625,0.15,Outlet,NY
1322,Foot Locker,1128299,10-06-2021 00:00,West,Hawaii,Honolulu,Women's Apparel,100,650,650000,260000,0.4,Outlet,NV
1323,Foot Locker,1128299,09-07-2021 00:00,West,Hawaii,Honolulu,Men's Street Footwear,80,800,640000,160000,0.25,Outlet,NY
1324,Foot Locker,1128299,09-07-2021 00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,85,650,552500,110500,0.2,Outlet,NV
1325,Foot Locker,1128299,09-07-2021 00:00,West,Hawaii,Honolulu,Women's Street Footwear,85,600,510000,127500,0.25,Outlet,NY
